tweets_username,tweets_utc_date,tweets_tweet,tweets_retweet_count,tweets_likes_count,tweets_tweet_value,most_mentioned_user,most_mentioned_count,contributors_impacts,contributors_followers,contributors_following,contributors_user_value,contributors_tweets_value
@lynsandrah37,2023-10-15 14:28:49,"@theangeljbsmith Angel is who she thinks she is bruh
#AngelJBSmith",3,8,0.27,0,0.0,109,109,277,0.32,0.35
@MovetvUpdates,2023-10-15 14:28:41,"Rema and Ice Spice dropped fire 🔥🎶 

Jesus Glazers Zino. Manchester United. Blessing CEO. #NoBraDay. Tupac. Snapchat. Drake. Seyi. Fury. #fixed. Active. Sheikh Jassim. Kini. Thief. Funds. #AngelJBSmith. Milan. Prophet. Rihanna. Muhammad. Israel. Palestine. Gaza. Hamas. ",2,4,0.46,0,0.0,145,145,725,0.41,0.54
@angelaroma75,2023-10-15 14:28:40,"🌕 Secure your MetaMask Airdrop and enjoy the crypto benefits: ⤵️

🖐️ 

🔥 I'm on cloud nine with this $5500 MASK Airdrop 😈
#pond0x #ETC #SUI #UNI #NEO #dogelonmars ",0,0,0.01,0,0.0,0,0,4,0.0,0.0
@ChimmieeHQ,2023-10-15 14:28:38,"Interviewer - pere do you like mercy?
Pere - yes very well.
Interviewer - what type of like is that?
Pere - i like her, like her, i like the shit outta her.
#GlitchAfrica #BBNaija ",0,1,197.91,0,0.0,68,34,172,0.11,0.3
@whitdecore,2023-10-15 14:28:37,"@rosaline_s57494 @thelagosmag @PereEgbi Tag? 👇

SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",2,0,0.21,0,0.0,139,139,689,0.39,0.43
@Nakie3110,2023-10-15 14:28:33,"@tejumolababa Exactly 📌📌

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.26,0,0.0,0,0,3,0.0,0.0
@manueljmontero,2023-10-15 14:28:27,"🚀 Azuki's #AZUKI token has arrived! Don't hesitate, secure your Airdrop and receive $5500 🎁. Claim it below ⤵️

👌 

#DYOR #USDC #UNI #NEO #SEI #PPC ",0,0,0.0,0,0.0,3201,3201,1940,9.98,9.98
@lynsandrah37,2023-10-15 14:28:17,"@theangeljbsmith That entrance🫦
#AngelJBSmith",0,1,0.27,0,0.0,0,0,29,0.0,0.0
@twaibu_nawia,2023-10-15 14:28:09,"@symply_kim See our dady thank you sir your girl earned our love 
ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",7,17,0.08,0,0.0,1708,1708,4914,3.85,4.24
@zion_solomon,2023-10-15 14:28:06,This is so beautiful to watch. Lord may it end on your alter till death do them part. #PereEgbi #Percy Happy Sunday PATRIOTS ,0,6,0.22,0,0.0,1,1,0,0.01,0.01
@SILVANADIVIN,2023-10-15 14:28:04,"🌌 Your MetaMask Airdrop is waiting - claim it here: ⤵️

🤩 

🔥 A $5500 MASK Airdrop is like a crypto treasure! 😈
#BEN #SHIBARMY #Ripple #SEI #NEO #STARKNET ",0,0,0.0,0,0.0,2,2,1,0.01,0.01
@JariatuMansara3,2023-10-15 14:28:03,"@FieldCommando @WhyteLilian Can’t wait 💃🏻💃🏻💃🏻
WhitemoneyXWMG
#Whitemoney 
#BBNaijaAIIStars",0,0,0.6,0,0.0,45526,45526,2818,119.24,131.16
@IDARRAA_,2023-10-15 14:28:03,"Amen
#AngelJBSmith ",3,3,5.29,0,0.0,6,6,30,0.02,0.03
@plange_juliet,2023-10-15 14:27:47,"We did had a ball
#AngelJBSmith ",0,0,1.54,0,0.0,104,26,16,0.1,0.47
@symplyife09,2023-10-15 14:27:47,"@PurposeX661 I want this type of love , God help me 🙏❤️

MERCY EKE X SECRETSPALACE
#MercyEke",0,6,0.16,0,0.0,56,2,6,0.01,0.04
@matanmi__W,2023-10-15 14:27:35,"@faustinaworld 🔥🔥 

SILENT INTRUDER THE MOVIE
#PereEgbi",6,1,1.21,0,0.0,4,4,44,0.02,0.03
@khanya_james1,2023-10-15 14:27:34,"NOT ME SCREAMING EVERYTIME I WATCH ANGEL DANCING WITH THE ARCHANGEL .🥺🥺🥺🥺🥺

#AngelJBSmith ",6,15,2.1,0,0.0,57,19,173,0.06,0.24
@Praiz23281828,2023-10-15 14:27:29,"@faustinaworld We anticipate!!!! 
SILENT INTRUDER THE MOVIE
#PereEgbi 
#BBNaija",5,0,0.05,0,0.0,28,7,68,0.03,0.16
@whitdecore,2023-10-15 14:27:23,"@Rashida25658229 @thelagosmag @PereEgbi Tag?

SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",2,0,0.21,0,0.0,2,2,28,0.01,0.01
@tranvietckda,2023-10-15 14:27:10,"🆕 Azuki is excited to present the #AZUKI token! Grab their Airdrop and receive $5500 🎁, just like I did. Claim it here ⤵️

🤟 

#shibtoken #Uniswap #RVN #PEPECOIN #Staking #NEO ",0,0,0.0,0,0.0,12,12,66,0.04,0.04
@Mekuchun,2023-10-15 14:27:06,"🌟 The #AZUKI token from Azuki is now live! Act fast to claim their Airdrop and pocket $5500 🎁. Claim it today ⤵️

✋ 

#SEC #XMR #NEO #FRIENDcoin #XTZ #BETH ",0,0,0.0,0,0.0,0,0,11,0.0,0.0
@JordanAgho,2023-10-15 14:26:51,"@MantumoRamotho @ChikaSandra24 @ChisomIweajunwa @kaycool200 @ChiefHoodlums_ SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE

#PereEgbi 
#BBNaija 
#BBNaijaAlIStars",2,0,0.15,0,0.0,10,5,9,0.02,0.05
@Vanessa__ben,2023-10-15 14:26:50,"@Isabell19455616 Ilebaye is personal ❤️❤️ 

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",1,0,0.04,0,0.0,0,0,5,0.0,0.0
@JordanAgho,2023-10-15 14:26:39,"@ChikaSandra24 @kaycool200 @ChiefHoodlums_ Awnnnnn same way we Stan our P70 with our full chest💃💃💃📌

SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE

#PereEgbi 
#BBNaija 
#BBNaijaAlIStars",2,0,0.15,0,0.0,2,2,9,0.01,0.01
@leandrowoo3641,2023-10-15 14:26:36,"🌕 Don't miss this opportunity to claim your Galxe Airdrop: ⤵️

🥰 

🔥 Thank you, crypto gods, for the $5500 $GALXE Airdrop 😈 
#MOG #dogecoin #NEO #PENDLE #ETH #BEN ",0,0,0.0,0,0.0,80,4,7,0.02,0.02
@AdukweiAlex,2023-10-15 14:26:36,"Most of you don’t even join when trends starts 😂😂😂buh quick to enter Dm and warn me 😂😂😂you all are jokers 😂 Block me ! Block me , cus If I get angry I will block you!! Una dey mad ? Leave me alone ooo 

ALEX THE HOST 
#AlexUnusual ",7,20,5.63,0,0.0,3,3,18,0.01,0.01
@drillteam94,2023-10-15 14:26:34,"🌕 Grab your MetaMask Airdrop and skyrocket your crypto holdings: ⤵️

👌 

🔥 I'm on cloud nine thanks to the $5500 MASK Airdrop that just arrived 😈
#TerraClassic #NEO #BEN #KUCOIN #RARE #SHIB ",0,0,0.0,0,0.0,25,25,61,0.08,0.09
@Vanessa__ben,2023-10-15 14:26:26,"@Isabell19455616 Ilebaye is personal business 

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",1,0,0.04,0,0.0,28,28,148,0.09,0.12
@Vanessa_goldd,2023-10-15 14:26:21,"You’re such a great actor @PereEgbi . The world is about to hear your name. Keep being you. The sky is only the starting point for you. ❤️

SILENT INTRUDER THE MOVIE
#PereEgbi
#bbnaij 
#BBNaijaAIIStars ",16,32,1.77,0,0.0,8,4,25,0.02,0.0
@myto1968,2023-10-15 14:26:20,"🚀 Azuki's #AZUKI token is now available! Make sure to secure your Airdrop and get $5500 🎁. Claim it here ⤵️

🖖 

#NEO #Ripple #DAVE #shiba #ONT #ENJ ",0,0,0.08,0,0.0,150,5,18,0.02,0.08
@Jadedixon12,2023-10-15 14:26:16,"🌟 Don't wait any longer, secure your MetaMask Airdrop today: ⤵️

👉 

🔥 I'm on cloud nine with this $5500 MASK Airdrop in my wallet 😈
#MXRC #DOGE #PEPECOIN #NEO #SEI #LUNC ",0,0,0.01,0,0.0,1,1,162,0.0,0.0
@hemonxu,2023-10-15 14:26:02,"🚀 Be the first to get your hands on the #AZUKI token from Azuki! Don't wait, grab their Airdrop now! I've scored $5500 🎁 Claim it below ⤵️

🙏 

#VRA #Ethereum #NEO #BYBIT #LUNC #memecoins ",0,0,0.01,0,0.0,4,1,11,0.0,0.0
@anglicamara12,2023-10-15 14:25:46,"🌌 Grab your MetaMask Airdrop and shoot for the stars: ⤵️

➡️ 

🔥 My crypto portfolio got a boost thanks to a $5500 MASK Airdrop 😈
#NEO #LIDO #BTC #OKX #btc #BNT ",0,0,0.0,0,0.0,10,10,61,0.04,0.04
@KokuiMensah,2023-10-15 14:25:38,"Agba baller 🙌🏾👏🏾😍 Glad you had fun
YOU blue me away baby 🥵🔥💙💙

#AngelJBSmith ❤️ ",0,4,0.45,0,0.0,22,22,169,0.07,0.08
@Sundaynneoma1,2023-10-15 14:25:14,"SILENT INTRUDER THE MOVIE 
#PereEgbi ",5,1,0.28,0,0.0,12,12,103,0.04,0.04
@jallah_diamond,2023-10-15 14:24:59,"@thelagosmag @PereEgbi Pere you’re the real deal bro! 

SILENT INTRUDER THE MOVIE 🔥✔️
#PereEgbi",12,12,0.17,0,0.0,177,59,69,0.2,0.48
@Vanessa__ben,2023-10-15 14:24:58,"Amen

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars ",0,0,0.21,0,0.0,120,12,13,0.05,0.7
@lynsandrah37,2023-10-15 14:24:58,"@theangeljbsmith @lovememuch5 We had a ball with you baby 
#AngelJBSmith",0,1,0.27,0,0.0,1,1,3,0.0,0.0
@whitdecore,2023-10-15 14:24:57,"@Freeh_Tip New tag 👇 

SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",1,2,1.05,0,0.0,752,376,135,1.22,3.22
@Vanessa__ben,2023-10-15 14:24:45,"@promiseking30 Amen 🙏

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.04,0,0.0,14,14,105,0.05,0.06
@lynsandrah37,2023-10-15 14:24:38,"The hottest of them all❤️❤️
#AngelJBSmith ",4,7,1.51,0,0.0,3,3,23,0.01,0.01
@MishomeXD,2023-10-15 14:24:17,"Someone said this game gonna make me 💩my pants



#Scary #SOMA #Spooky #Scare #Scared #Scarred #Mental #Spooktober #Halloween #Jumpscare #Help #Fun #Chill #Vibes #Stream #Streamer #Streaming #Kick #KickArmy #KickStream #KickStreamer #KickStreaming #Vtuber",1,9,0.57,0,0.0,7,7,25,0.03,0.04
@Praiz23281828,2023-10-15 14:24:06,"@faustinaworld Please use hashtags 😒

We anticipate!!!! 
SILENT INTRUDER THE MOVIE
#PereEgbi 
#BBNaija",4,0,0.05,0,0.0,0,0,6,0.0,0.0
@Joyousl27236336,2023-10-15 14:23:55,"@trustedblog1 Mommy is on purrr period 😂

ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#ilebayeOdiniya 
#GenZBaddie𓅛",13,26,0.07,0,0.0,5,5,49,0.02,0.02
@Jes_see_kah,2023-10-15 14:23:51,"Get you a man who holds your hands while you build your brand.
Shows up to support you and gasses you up while at it. 
My Angel had a ball and that's on periodt!!! 
#Somgel ",7,46,1.4,0,0.0,0,0,1,0.0,0.0
@guardaigat10391,2023-10-15 14:23:50,"🚀 Azuki's #AZUKI token has arrived! Don't hesitate, secure your Airdrop and receive $5500 🎁. Claim it below ⤵️

👈 

#VET #STEEM #JASMY #NEO #PHA #PEPE2 ",0,0,0.0,0,0.0,11316,3772,2014,9.74,34.28
@Teelolar,2023-10-15 14:23:48,"I don’t need any ted-talk about focusing or what not, I am good! and I hope everyone is good too as we prepare for our Space by 7PM tonight. Danko! 😁🙏🏽🎯🎯

#SomaApex #BBNaijaAIIStars  #BBNaija",3,20,2.34,0,0.0,4,4,15,0.02,0.02
@NicoleFreitas9,2023-10-15 14:23:35,"🪙 The MetaMask Airdrop is a click away - claim it now: ⤵️

☝️ 

🔥 Receiving a $5500 MASK Airdrop is a game-changer 😈
#Shardeum #PEPECOIN #MATIC #NFT #ARB #NEO ",0,0,0.0,0,0.0,2,2,3,0.01,0.01
@IDARRAA_,2023-10-15 14:23:33,"Queen of highlight🤍
#AngelJBSmith ",3,11,5.29,0,0.0,42,7,22,0.03,0.08
@w8s4no1,2023-10-15 14:23:32,"🚀 Azuki's #AZUKI token has arrived! Don't hesitate, secure your Airdrop and receive $5500 🎁. Claim it below ⤵️

😄 

#Doge #NEO #MINA #Shardeum #MAYC #LIDO ",0,0,0.44,0,0.0,1,1,29,0.0,0.0
@5wayswitch,2023-10-15 14:23:24,"@YouTube  I would stop using the adblocker if you would not interrupt longer videos.  I SO HATE THAT!  For now, stop moaning about the evil you created yourself.  #harassment #greed #bigbrother",0,1,0.02,0,0.0,71,71,110,0.23,0.25
@raejek_,2023-10-15 14:23:19,"🌟 Grab your MetaMask Airdrop today: ⤵️

😌 

🔥 I'm on cloud nine with this $5500 MASK Airdrop 😈
#NEO #ARBITRUM #ONT #XTZ #pond0x #post ",0,0,0.03,0,0.0,12,6,102,0.02,0.06
@Konama312378959,2023-10-15 14:23:12,"Hypeeeee soma gets deserves it!!!🎯🎯🎯💃

#BBNaijaAlIStars 
#somaApex",5,13,1.14,0,0.0,36,3,2,0.01,0.03
@Nakie3110,2023-10-15 14:23:06,"@trustedblog1 Amen mummy.. Bayetribe loves u more. The humbleness of Ilebaye's family is just amazing ❤️❤️❤️❤️ Yes everything in Purrrrr❤️

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",6,7,0.26,0,0.0,25,25,191,0.08,0.08
@solis_anahi,2023-10-15 14:22:53,"🌕 Grab your MetaMask Airdrop and skyrocket your crypto holdings: ⤵️

🔗 

🔥 Receiving a $5500 MASK Airdrop is a crypto e true! 😈
#MKR #VOLT #NEO #COIN #ADA #cryptocurrencies ",0,0,0.01,0,0.0,16,16,17,0.06,0.08
@TawakalituAriyo,2023-10-15 14:22:40,"Over ready

SILENT INTRUDER THE MOVIE
#PereEgbi 

SILENT INTRUDER THE MOVIE
#PereEgbi ",5,0,1.98,0,0.0,10,10,30,0.04,0.01
@ezekiel_ra45223,2023-10-15 14:22:37,"@OlubodeSara @real_mercyeke MERCY EKE X SECRETPALACE
#Mercyeke",2,1,0.0,0,0.0,930,10,35,0.04,1.08
@star_pere,2023-10-15 14:22:35,"SILENT INTRUDER THE MOVIE 
#Pere ",4,3,1.18,0,0.0,2,2,12,0.01,0.01
@TawakalituAriyo,2023-10-15 14:22:21,"@thelagosmag @PereEgbi Yes ooo we are ready

SILENT INTRUDER THE MOVIE
#PereEgbi 

SILENT INTRUDER THE MOVIE
#PereEgbi",5,0,0.36,0,0.0,56,14,34,0.05,0.28
@mar21de,2023-10-15 14:22:13,"🌠 Don't delay, grab your MetaMask Airdrop now: ⤵️

😌 

🔥 I'm ecstatic about the unexpected $5500 MASK Airdrop 😈
#NEO #Ripple #BLOCKCHAIN #LEASH #RARE #BSV ",0,0,0.0,0,0.0,152,8,67,0.03,0.27
@TomS03319049,2023-10-15 14:22:06,"✨ Claim your Galxe Airdrop and make your crypto e true: ⤵️

🙏 

🔥 My crypto adventure just got a boost from a $5500 $GALXE Airdrop 😈 
#MOVR #FIL #NEO #SNEK $friendtech #MXRC ",0,0,0.0,0,0.0,2,2,2,0.01,0.01
@Efe_Moxie,2023-10-15 14:21:57,"The Entrace and the Exit with her Gaint🥰 

#SomGel My nunuberies ❤️❤️🤟🏾 ",66,514,5.46,0,0.0,0,0,1,0.0,0.0
@lynsandrah37,2023-10-15 14:21:56,"God will continue to bless Angel and she  will continue to win in life because of her pure heart💕 I see what she does it will not go unaknowleged I wish we had more people in the world like that 
#AngelJBSmith",24,57,1.37,0,0.0,1,1,9,0.0,0.0
@0206389619,2023-10-15 14:21:55,"🪙 Don't wait another moment to claim your Galxe Airdrop: ⤵️

🤞 

🔥 Thank you, crypto gods, for the $5500 $GALXE Airdrop 😈 
#ETH #NEO #ARB #Litecoin #Ethereum #LEASH ",0,0,0.0,0,0.0,0,0,1,0.0,0.0
@smadrollins,2023-10-15 14:21:54,"💰 Don't wait any longer to claim your Galxe Airdrop: ⤵️

👇 

🔥 I'm ecstatic about my $5500 $GALXE Airdrop 😈 
#COINBASE #DAI #LADYS #Staking #APE #NEO ",0,0,0.01,0,0.0,744,744,1054,1.97,2.17
@LINDACH58527299,2023-10-15 14:21:54,"@EvaP_2 Faves with purpose…….OCTAFX X PRINCE NELSON

#AlexUnusual 
#WorldPrilexDay 
#BBNaijaAIIStars",0,2,0.02,0,0.0,160,16,21,0.06,0.42
@trend_mercyeke,2023-10-15 14:21:49,"Mercenaries over here 👇

MERCY EKE X SECRETSPALACE
CHIEF MERCY EKE
MERCY EKE THE HOST
#MercyEke ",38,84,4.04,0,0.0,98,98,1080,0.29,0.38
@pp_x345,2023-10-15 14:21:32,"@theangeljbsmith My sweet SomGel ❤️🫶
#Somgel ",15,162,0.09,0,0.0,14,14,32,0.05,0.06
@Zeezah1222,2023-10-15 14:21:25,"@theangeljbsmith Agnes 🥳🥳
#AngelJBSmith",6,4,0.66,0,0.0,325,325,207,1.04,1.37
@YoungRejoice1,2023-10-15 14:21:19,"@OlubodeSara @real_mercyeke It's will be loud today

MERCY EKE X SECRETSPALACE
#MercyEke",5,3,0.07,0,0.0,3,3,3,0.01,0.01
@robor42011,2023-10-15 14:21:12,"Commercial 2 plots by Guratop T-junction, Rayfield. Title: Local govt title. #10m selling price. Direct brief.
Blessing CEO Dbanj Zino #BBNaijaAllStars #NoBraDay ",0,0,5.09,0,0.0,4,4,3,0.02,0.03
@Yabybabes,2023-10-15 14:21:10,"SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi ",3,0,0.55,0,0.0,2,2,22,0.01,0.01
@Yabybabes,2023-10-15 14:20:49,"SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi ",4,0,0.55,0,0.0,0,0,2,0.0,0.0
@Zeezah1222,2023-10-15 14:20:47,"@theangeljbsmith So beautiful 🤩 
#AngelJBSmith",6,17,0.66,0,0.0,28,14,46,0.05,0.13
@whitdecore,2023-10-15 14:20:45,"@faustinaworld SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",5,0,0.21,0,0.0,30,15,48,0.05,0.14
@Konama312378959,2023-10-15 14:20:42,"Soma till infinity!!!!!🎯🎯🎯🎯



#BBNaijaAlIStars 
#SomaApex",4,3,1.25,0,0.0,5,1,8,0.0,0.0
@Teelolar,2023-10-15 14:20:33,"I’ll speak for myself and myself alone. I am laser focused!😂 Nobody focus reach me, strategy meetings, multitasking amidst other things just for everything to be smooth for my boy. But for the sake of those that can be easily swayed, I’ll chill small. Ire oh ✌️

#SomaApex ",10,58,12.86,0,0.0,34,17,84,0.06,0.16
@whitdecore,2023-10-15 14:20:27,"SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars ",8,5,1.16,0,0.0,11,11,62,0.04,0.01
@Yabybabes,2023-10-15 14:20:25,"SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi ",5,1,0.55,0,0.0,4,2,2,0.01,0.02
@ginigold06,2023-10-15 14:20:22,"@FieldCommando Yesoo we are ready

#WhitemoneyxWMG
#Whitemoney
#BBNaijaAIIStars",1,0,0.12,0,0.0,369,9,47,0.03,0.43
@jhoelianlalimo,2023-10-15 14:20:16,"🌟 The MetaMask Airdrop is up for grabs - claim it today: ⤵️

👌 

🔥 Received a surprise $5500 MASK Airdrop 😈
#NEO #THETA #RVN #DEGO #MAYC #LUNA ",0,0,0.0,0,0.0,12,3,4,0.01,0.04
@picisiana,2023-10-15 14:20:04,"🚀 Azuki's #AZUKI token has arrived! Don't hesitate, secure your Airdrop and receive $5500 🎁. Claim it below ⤵️

🔥 

#BSV #COINBASE #NEO #MINA #MIOTA #WOJAK ",0,0,0.01,0,0.0,0,0,0,0.0,0.0
@MellenSilvia,2023-10-15 14:20:00,"@star_pere @PereEgbi @real_mercyeke Amen

SILENT INTRUDER THE MOVIE
#PereEgbi 
#MercyEke 
#Percy",6,0,0.64,0,0.0,79,79,324,0.24,0.32
@stecy_Adiiiii,2023-10-15 14:19:56,"Hot girl 🔥🔥🥵🥵
#AngelJBSmith ",0,1,1.09,0,0.0,408,136,193,0.42,1.65
@IvnNez7,2023-10-15 14:19:55,"🌟 Azuki is thrilled to introduce the #AZUKI token! Claim their Airdrop and earn $5500 🎁. Claim it today ⤵️

🔥 

#MEXC #Tether #NEO #ENJ #cryptocurrency #NEO ",0,0,0.0,0,0.0,4,4,5,0.02,0.02
@Yabybabes,2023-10-15 14:19:55,"SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi ",6,1,0.55,0,0.0,22,22,83,0.07,0.07
@Glorygloria4,2023-10-15 14:19:54,"Geng-Geng disembark!!! 

Y'all have had enough fun time to look for money for buying cement!!! 

#BBNaija
#SomaGeng 
#BBNaijaAllStars",6,15,31.01,0,0.0,11,11,13,0.04,0.04
@Teespice_1,2023-10-15 14:19:39,"@ChiomaMba5 A who’s cutting onions o🥹🥹❤️

ILEBAYE X AFCON
ILEBAYE WON CRY BLAD 
ILEBAYE HAS TAKEN OVER
#IlebayeOdiniya #GenZBaddie𓅛 
#BBNaija #BBNaijaAIIStars",9,16,0.16,0,0.0,0,0,8,0.0,0.0
@Yabybabes,2023-10-15 14:19:37,"SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi ",7,0,0.55,0,0.0,114,38,75,0.12,0.16
@Iam_Tulie,2023-10-15 14:19:35,"@theangeljbsmith So beautiful 💕
#AngelJBSmith",4,5,0.33,0,0.0,540,60,41,0.22,2.31
@whitdecore,2023-10-15 14:19:30,"SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars ",10,11,1.39,0,0.0,0,0,11,0.0,0.0
@Lim_Way,2023-10-15 14:19:28,"🎉 It's time to claim your Galxe Airdrop and Celebrate: ⤵️

☝️ 

🔥 Receiving a $5500 $GALXE Airdrop is a crypto e true 😈 
$friendtech #LTC #NEO #LTC #COCO #STARKNET ",0,0,0.0,0,0.0,56,14,52,0.05,0.27
@LitzzySimply,2023-10-15 14:19:21,"@symply_kim A humble Family indeed. Thank you Papa small 🌶️🌶️🌶️🌶️ for birthing a very smart child. That peppered dem OG's.
ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#IlebayeOdiniya
#GenZBaddie 
#BBNaijaAIIStars",15,37,0.52,0,0.0,14,7,12,0.03,0.08
@unlovedromantic,2023-10-15 14:19:05,"💸 Secure your MetaMask Airdrop and reap the rewards: ⤵️

👍 

🔥 Celebrating a $5500 surprise from a MASK Airdrop 😈
#DAVE #TerraClassic #ADA #NEO #MEXC $posttech ",0,0,0.0,0,0.0,21,21,166,0.07,0.07
@Phaamsaam,2023-10-15 14:18:52,"@LABZ63561241 @ulomaude1 @yabaleftonline We already pulled 120m, oh you have forgotten, you would continue to witness the disgrace you hoped for to happen to others
ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛 
#ilebaye",0,0,1.3,0,0.0,169,169,212,0.53,0.58
@en_iyisi_burda,2023-10-15 14:18:41,"Big Brother housemates react to Farida’s eviction while emotions run high 
. 

#News 
#BigBrother
. 
Details here  ",0,0,1.44,0,0.0,257,257,980,0.69,0.91
@whitdecore,2023-10-15 14:18:40,"@serahiob Facts 💯 

SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",4,2,0.21,0,0.0,2,2,21,0.01,0.0
@Iam_Tulie,2023-10-15 14:18:32,"You had so much fun bby💋
#AngelJBSmith ",1,7,1.84,0,0.0,1,1,24,0.0,0.0
@torkstel,2023-10-15 14:18:19,"I miss Percy too 
#PereEgbi 
let’s go pay the bride price already ",1,3,2.92,0,0.0,0,0,3,0.0,0.0
@Finesse81236159,2023-10-15 14:18:12,"@bbnaija_addict1 Saw it after I fixed it ❣️

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",6,4,0.75,0,0.0,1055,1055,454,3.1,3.41
@onlycharity1,2023-10-15 14:18:06,"Whitemoney is the real deal

#WhitemoneyXWMG
#Whitemoney 
#Bbnaijaallstars ",1,1,0.25,0,0.0,3655,85,382,0.25,10.28
@update_hq98,2023-10-15 14:18:02,"#somgel haters wail after seeing Soma and Angel loved up

#BBNaijaAllStars #BBNaija #Phyna𓃰 #KSIFury  ",1,14,2.1,0,0.0,2,2,8,0.01,0.01
@MagdaleneP23949,2023-10-15 14:18:01,"Boss chic😋😘

CHIEF MERCY EKE
#mercyeke ",3,8,0.25,0,0.0,0,0,9,0.0,0.0
@Godsbabyvera,2023-10-15 14:17:55,@theangeljbsmith Angie!!!!!💃💃💃💃 glad you did darling #AngelJBSmith,7,9,0.63,0,0.0,9,3,4,0.01,0.03
@luca_otto98,2023-10-15 14:17:54,"🪙 The MetaMask Airdrop is a click away - claim it now: ⤵️

😏 

🔥 I'm dancing with joy over this $5500 MASK Airdrop 😈
#PEPECOIN #trading #AVAX #OG #NEO #Worldcoin ",0,0,0.01,0,0.0,23,23,69,0.08,0.09
@LINDACH58527299,2023-10-15 14:17:53,"@NwaezeCord63644 Nothing concern me, i have a degree in minding my business 

#AlexUnusual
 #BBNaijaAIIStars",2,4,0.02,0,0.0,430,215,185,0.83,1.66
@OlubodeSara,2023-10-15 14:17:49,"Meet our Audacious Host @real_mercyeke 

MERCY EKE X SECRETSPALACE
CHIEF MERCY EKE
MERCY EKE THE HOST
#MercyEke ",65,283,1.07,0,0.0,25,25,25,0.1,0.11
@MdBelalHos70969,2023-10-15 14:17:34,"Look at this... 👀
  via @pinterest 
#Arras #Abhisha #BB25 #BabarAzam #Ceec #ciszawyborcza #donnalisi #DilanPolat #earthquake #englot #fixed #FranSeth #GazzeUnderAttack #HamasTerrorist #HamasTerrorist #INDvsPAK #IsrealPalestineconflict #JungKook ",0,0,0.08,0,0.0,750,150,1189,0.42,2.75
@onlycharity1,2023-10-15 14:17:24,"@FieldCommando I can't wait to hear his voice, he cracks me up all the time.

#WhitemoneyXWMG
#Whitemoney 
#Bbnaijaallstars",0,0,0.05,0,0.0,2,1,19,0.0,0.0
